Company Name,Skill,Title
Trigent Software Limited,"voice process, information technology, International Call Center...",1
UTC Fire and Security India Ltd.,"Identity Access Management, active directory...",1
United Global Soft,"jQuery, LINQ, UML, XML, HTML, WCF, WPF, SDLC, SQL, DHTML",1
United States Pharmacopeia-India (P) Limited,"Computer science, Software design, Technical management, Production support...",1
Urenok Software Solutions Pvt Ltd,"technical support, product support, customer management...",1
VSPLASH TECHLABS Pvt.Ltd,Product Management,1
Wells Fargo India Solutions Pvt. Ltd.,"SAN, RDBMS, TDD, Pega, Asset management, Risk management...",1
Wells Fargo India Solutions Pvt. Ltd.,"SAN, System testing, Db2, Informatica, Teradata, Risk management...",1
Technosoft Global Services Pvt Ltd,"sales operations, technical support, english communication...",1
itForte Staffing Services Private Ltd.,"Computer science, Cocoa touch, UX, Agile, SDK, IOS, Photoshop...",1
enVista,"Computer science, Application support, Publishing, jQuery, Analytical...",1
enVista,"Computer science, SQL queries, Core Java, Relationship, Programming, PLSQL,...",1
hCapital Business Consulting Private Limited,"Internal Audit, Director, tax, accounts, accounting, cost analysis...",1
i2t2 India Ltd,"development, Business Analyst, Architectural design, Tools, Gap analysis...",1
iSpatial Techno Solutions Pvt Ltd.,"Analytical skills, Basic, bca, development, VB.NET, analytical, software...",1
iconma Professional Services & Solution Pvt. Ltd.,"US Staffing, fresher, IT Recruitment, technical recruitment...",1
inVentiv International Pharma Services Pvt. Ltd.,"security, courier, special economic zone, administration...",1
itForte Staffing Services Private Ltd.,", objective c, mobile application, photoshop, agile, sdk, xcode, roid...",1
itForte Staffing Services Private Ltd.,"Computer science, Change management, Email, ISO, XML, Service, HTML...",1
itForte Staffing Services Private Ltd.,"Computer science, Change management, Email, Networking, ISO, XML, Service...",1
itForte Staffing Services Private Ltd.,"Computer science, Cocoa touch, UX, User interface designing, Illustrator...",1
Wells Fargo India Solutions Pvt. Ltd.,"SAN, Web services, Simulation, Coding, Debugging, J2Ee, Asset management...",1
itForte Staffing Services Private Ltd.,"Computer science, UI, User interface designing, Illustrator, Analytical...",1
itForte Staffing Services Private Ltd.,"Domino, VMware, Maven, Manager Quality Assurance, Version control, GIT...",1
itForte Staffing Services Private Ltd.,"Domino, VMware, Maven, Manager Quality Assurance, devops...",1
itForte Staffing Services Private Ltd.,"ISO, XML, JSP, Salesforce.com, Tools, Service, JSON, Information technology...",1
itForte Staffing Services Private Ltd.,"Networking, ISO, XML, JSP, MIS, JSON, Troubleshooting...",1
itForte Staffing Services Private Ltd.,"configuration management, release management, information technology...",1
itForte Staffing Services Private Ltd.,"configuration management, release management, software development, nagios,...",1
itForte Staffing Services Private Ltd.,"java, iso, mis, xml, html, call center, change management, javascript",1
lean infotech,"Unix, Application support, Content management, development, technical...",1
teradata corporation s,"Unix, Linux, RDBMS, Coding, Debugging, Data structures, Windows...",1
eNFLUENCE IT Services,"QoS, Windows Server, IT Administrator, Cisco, DNS, System Administration...",1
eNFLUENCE IT Services,"QoS, Windows Server, Cisco, DNS, System Administration...",1
eNFLUENCE IT Services,"Business Analyst, Project Management, System Design, Integration Testing...",1
eBusinesswall IT Solutions,"Operations management, Management Associate, PDF, Linux, Software Associate...",1
Wells Fargo India Solutions Pvt. Ltd.,"SAN, jQuery, SSRS, Javascript, HTML, Asset management, SSIS...",1
Wells Fargo India Solutions Pvt. Ltd.,"Trade finance, Database Analyst, Asset management, Oracle, Risk management,...",1
Wells Fargo India Solutions Pvt. Ltd.,"UI development, SAN, Front end, Scrum, Asset management, microsoft...",1
Wells Fargo India Solutions Pvt. Ltd.,"Unix, SAN, Application support, Support Analyst, Linux...",1
Wells Fargo India Solutions Pvt. Ltd.,"Unix, SAN, Tomcat, Application support, Production support, Weblogic, Perl,...",1
Wells Fargo India Solutions Pvt. Ltd.,"VMware, SAN, Support Analyst, Networking, Production support, Solaris...",1
Win Information Technology Pvt. Ltd.,"Business Analyst, Consumer Goods Sales, Blue Print consultant, FMCG Sales...",1
Win Information Technology Pvt. Ltd.,"C#, Angular JS, MS SQL, ADO.Net, Dot Net Developer, asp.net, MySQL, .Net...",1
Win Information Technology Pvt. Ltd.,"C#, Dot Net Developer, .Net 3.5 C#, WPF, Angular, WF, Angular JS, MS SQL...",1
Win Information Technology Pvt. Ltd.,"CSS, jQuery, LINQ, XML, SQLite, Javascript, .Net, JSON, Webservices, MVC",1
Win Information Technology Pvt. Ltd.,"SSRS, BI / DW, SQL Server, SSIS, SQL, T - SQL",1
Windel Solutions,"Wordpress CMS, css, code, software, Database design, CMS...",1
Xenosoft Technologies India Pvt Ltd,"VMware, Networking, V, Postgresql, Active Directory Administration, DNS...",1
Yellowpages.in,"Excel, HR operations, google apps, hr solutions...",1
Young India Information Technology Services (P) Lt,"ERP, technical, developer",1
Young India Information Technology Services (P) Lt,"Performance tuning, code, android, developing, JSON, Troubleshooting, tools...",1
Young India Information Technology Services (P) Lt,"SSRS, Sharepoint, SQL",1
Young India Information Technology Services (P) Lt,"Sales, Subject Matter Expert, Research",1
Young India Information Technology Services (P) Lt,"c#, server, developing, Stored procedures, triggers, sql, SQL queries...",1
Young India Information Technology Services (P) Lt,"development, solid, html5, CMS, mobile, developing, HTML, jQuery mobile...",1
Zessta Software Services Pvt. Ltd,"Database architecture, C++, Usage, development, code, solid, methods...",1
Technosoft Global Services Pvt Ltd,"sales specialist, technical support, excellent communications...",1
Technosoft Global Services Pvt Ltd,"conflict management, hr generalist activities, Senior HR Executive...",1
Sunera Technologies.,"Performance tuning, code, technical, analytical, software, administration...",1
Synchrony International Services Private Limited,"Unix, Business objects, HRM, PDF, SAS, Data management, Analytical, Agile...",1
Synchrony International Services Private Limited,"Data analysis, PDF, Agile, Data processing, Data structures, Informatica...",1
Synchrony International Services Private Limited,"Front end, Production support, Coding, JSP, Web development, Agile, HTML...",1
Synchrony International Services Private Limited,"HRM, PDF, Action plan, Agile, Design development, Scrum, Management, JIRA...",1
Synchrony International Services Private Limited,"Manager Internal Audit, Reinsurance, PDF, ISO, Cisa, Project management...",1
Synchrony International Services Private Limited,"PDF, Access management, data security, Information security, Analytical...",1
Synchrony International Services Private Limited,"Performance tuning, Change management, Data management...",1
Synchrony International Services Private Limited,"Performance tuning, Cloud computing, Performance testing, Active directory,...",1
Synchrony International Services Private Limited,"Procurement, PCI DSS, HRM, PDF, Cisa, Information security, Analytical...",1
Synchrony International Services Private Limited,"Relationship management, Symantec, Computer science, Data management...",1
Synchrony International Services Private Limited,"Unix, Assurance, PDF, Process improvement, Information security, Analytical...",1
Synchrony International Services Private Limited,"Unix, Computer science, Application support, PDF, Linux, Diagnostics, Agile...",1
T & A Solutions,"c++, C, HTML, mca, bootstrap, tools, jquery, sql...",1
Synchrony International Services Private Limited,"Unix, Computer science, Change management, Networking, Linux...",1
Synchrony International Services Private Limited,"Unix, HRM, PDF, Solaris, Project management, Analytical, Web designing...",1
Synchrony International Services Private Limited,"Unix, Manual testing, LDAP, Active directory, Agile, Scrum, Test cases, QTP...",1
Synchrony International Services Private Limited,"VMware, Assurance, Automation, Information security, DNS, Network security,...",1
Synchrony International Services Private Limited,"remediation, Operational excellence, PDF, Process improvement...",1
Synchrony International Services Private Limited,"remediation, PDF, Data management, Technical writing, VLOOKUP, Macros...",1
T & A Solutions,", mbapayroll, sales manager, hr",1
T & A Solutions,"Copyright, Team management, Renewable energySolar energy, RailwaysCV, Sales...",1
T & A Solutions,"Email, technical, HTML, mca, bootstrap, sql, Copyright, java, ui, web...",1
T & A Solutions,"Email, technical, HTML, mca, bootstrap, sql, java, ui, web, design...",1
Synchrony International Services Private Limited,"Data Quality, Financial Services, Data Management, Computer Science, Agile,...",1
Synchrony International Services Private Limited,"Computer science, metadata, Data management, Machine learning...",1
Synchrony International Services Private Limited,"Computer science, Team management, PDF, Staffing, Project management, Agile...",1
Synchrony International Services Private Limited,"Computer science, Solution architecture, Publishing, PDF...",1
Sutherland Global Services Inc,"Computer science, Customer service orientation, Dynamics CRM, Analytical...",1
Swathi Business Solutions,"Scrum Master, Agile, Agile methodology, Jira",1
Synchronomy,"Business process, Data analysis, Coding, Agile, Stored procedures, VB...",1
Synchronomy,"Computer science, Team management, PDF, IT Lead, Staffing...",1
Synchronomy,"HRM, PDF, Access management, data security, Information security...",1
Synchronomy,"remediation, Operational excellence, PDF, Process improvement...",1
Synchrony International Services Private Limited,"Automation, Coding, TDD, Project management, Integration testing, Workflow,...",1
Synchrony International Services Private Limited,"Automation, Network design, Networking, Linux, DNS, Windows, microsoft...",1
Synchrony International Services Private Limited,"Business process, Data analysis, Coding, Agile, Stored procedures, VB...",1
Synchrony International Services Private Limited,"Business process, Enterprise architecture, Information security...",1
Synchrony International Services Private Limited,"Change management, Automation, Networking, Configuration management, Active...",1
Synchrony International Services Private Limited,"Change management, Data management, Information security, Analytical...",1
Synchrony International Services Private Limited,"Change management, Data management, Information security...",1
Synchrony International Services Private Limited,"Computer science, Automation, PDF, SOA, XML, Analytical, Javascript...",1
Synchrony International Services Private Limited,"Computer science, Data management, Agile, Data quality, Informatica, Visio,...",1
Synchrony International Services Private Limited,"Computer science, HRM, PDF, Project management, Agile, Issue resolution...",1
Synchrony International Services Private Limited,"Computer science, HRM, PDF, XML, Cobol, Application development, Test cases...",1
Synchrony International Services Private Limited,"Computer science, Maven, GIT, PDF, SOA, Analytical, Agile...",1
Synchrony International Services Private Limited,"Computer science, PCI DSS, HRM, PDF, Access management...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, System architecture, Automation...",1
Synchrony International Services Private Limited,"Computer science, Process automation, Change management, Automation, PDF...",1
T & A Solutions,"IIS, Linux, Shell scripting, Service, Perl, Windows, Apache...",1
T & A Solutions,"channel partners, information technology max, trainer, telecom...",1
Technosoft Global Services Pvt Ltd,"campaign management, web content management, e - commerce, web content, CMS...",1
Tech Mahindra Ltd.,"SCOPE, Service Delivery Management, PMI, MPLS, Frame Relay, PMP...",1
TERRA TECHNOLOGY,"Unix, technical, configuration, tools, Technical support, scripting, RDBMS,...",1
TM Inputs & Services Pvt. Ltd.,Company Secretary,1
TOTALSKILL SIGMA PVT LTD,"digital marketing, it sales manager, business development management...",1
TRINITY CLEANTECH PRIVATE LIMITED,"Analytical skills, Proposal writing, Data analysis, Client coordination...",1
TRUNDL LABS PRIVATE LIMITED,"rest, css, confluence, crowd, clover, crucible, atlassian suite, javascript...",1
TalPro,"Cyber Security, Linux, Information Security, Security Architect, Dlp...",1
TalPro,"Cyber Security, Linux, implementation, Information Security, Dlp...",1
Talenttimes Pvt Ltd,"it implementation, software implementation, technical support...",1
Teamlease Servcies limited,"Business Partnering, Problem Solving, Business HR, Verbal Communication...",1
Tech Mahindra Ltd.,"Bi, SQL Server, Informatica, SSIS, Thai Speaking Skill...",1
Tech Mahindra Ltd.,"strategy consulting, outsourcing advisory, proposal preparation...",1
T & A Solutions,"channel partners, solutions, telecom, prepaid sales, laptop",1
Tech Ringers,"BPO, SAN, rest, Data analysis, Data migration, development, css, software...",1
Tech Ringers,"SAN, css, software, HTML, cloud, salesforce, web, design, Javascript, Agile...",1
TechKnowledgey Pte Ltd,"asp.net mvc, information technology, html5, ms sql server...",1
TechKnowledgey Pte Ltd,"css, Azure, software development, information technology, maven, it...",1
TechKnowledgey Pte Ltd,"san, it support, information technology, vmware, vcs, dns, networking...",1
TechO2 India Private Limited,"Computer science, Maven, Automation, Test execution, Performance testing...",1
Technosoft Global Services Pvt Ltd,"BPO, voice process, technical, Technical Support, Technical Sales...",1
Technosoft Global Services Pvt Ltd,"Business Process Management, Customer Relationship, Customer Service...",1
Technosoft Global Services Pvt Ltd,"Customer Service, Problem Resolution, Sales Operations, Calling, Presales...",1
Technosoft Global Services Pvt Ltd,"Financial Services, ISO 9001, Workforce Management, Finance, Scheduling...",1
TERRA TECHNOLOGY,"Unix, Service management, global operations, Linux, Analytical, Windows...",1
TERRA TECHNOLOGY,"Unix, Service management, global operations, Data center operations, Linux,...",1
TERRA TECHNOLOGY,"Supply chain, Computer science, Data management, Production support...",1
TERRA TECHNOLOGY,"Supply chain, Business process, Application support...",1
T & A Solutions,"com, bca, Email, System programming, cad, mca, Copyright, scripting, ui...",1
T & A Solutions,"copyright, information technology, sales manager, software, payrollemail...",1
T & A Solutions,"marketing executive, distributors, customer profiling, marketing manager...",1
T & A Solutions,"marketing executive, distributors, customer profiling, sales strategy...",1
T & A Solutions,"new product launches, visual merchandising...",1
T & A Solutions,"pa, cold calling, hiring, relationship building, information technology...",1
T & A Solutions,"parking, ERP, c, oracle, functions, developing, Triggers, Stored procedures...",1
T & A Solutions,"parking, Hibernate, Core Java, jQuery, IT Manager, JBoss, Weblogic...",1
T & A Solutions,"parking, c, hr solutions, it, Information technology, Process Associate...",1
T & A Solutions,"parking, server, ERP, Tomcat, software, Quality Analyst, Eclipse, database,...",1
T & A Solutions,"parking, server, html5, developing, J2Ee, HTML, tools, sql, spring, coding,...",1
T & A Solutions,"pipeline, copyright, service engineer, cv, information technology...",1
T & A Solutions,"pipeline, service engineer, sales service, medical equipment post sales",1
T & A Solutions,"service engineer, sales service, solutions, medical equipment cvpm",1
TA Digital,"jQuery, Javascript, CMS, Unit testing, Adobe, Information technology, CRM...",1
TALENTURE MANAGEMENT CONSULTING,"Management Executive, Lead Architect, SSRS, Development Lead...",1
TERRA TECHNOLOGY,"Computer science, Supply chain management, Analytical...",1
TERRA TECHNOLOGY,"Helpdesk, Linux, Network engineering, Active directory, DNS, Windows...",1
TERRA TECHNOLOGY,"Patch management, SMTP, Computer science, Performance tuning, Networking...",1
TERRA TECHNOLOGY,"Service management, global operations, Change management, Service level...",1
TERRA TECHNOLOGY,"Supply chain, Business process, Application support, Linux, XML, Analytical...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, System architecture...",1
Neustar MarketShare,"Technical product configuration, c++, C, design, MySQL, JavaScript...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, Service delivery, Architecture...",1
Cubic Transportation Systems India Pvt. Ltd.,"Training, E-learning, PDF, LMS, Networking, Illustrator, Support services...",1
Cubic Transportation Systems India Pvt. Ltd.,"Change management, Data migration, metadata, Networking, SOA, Analytical...",1
Cubic Transportation Systems India Pvt. Ltd.,"Change management, Performance management, Networking...",1
Cubic Transportation Systems India Pvt. Ltd.,"Computer science, Training, Administration, Payroll, SAP, SAP HCM, HCM...",1
Cubic Transportation Systems India Pvt. Ltd.,"Linux, Networking, XML, Software Development Manager, Agile, Windows...",1
Cubic Transportation Systems India Pvt. Ltd.,"Mining, Data analysis, Operations research, Networking, Analytical, Manager...",1
Cubic Transportation Systems India Pvt. Ltd.,"Mining, Data analysis, Operations research, Networking, Analytical, MySQL...",1
Cubic Transportation Systems India Pvt. Ltd.,"Networking, Analytical, Reconciliation, Support services, Wellness...",1
Cubic Transportation Systems India Pvt. Ltd.,"Object oriented design, Core Java, Bluetooth, Software design, GIT...",1
Cubic Transportation Systems India Pvt. Ltd.,"Performance tuning, Web services, Production support, Networking, Debugging...",1
Cubic Transportation Systems India Pvt. Ltd.,"Procurement, ERP, SAP, Networking, Helpdesk, Project management, Scheduling...",1
Cubic Transportation Systems India Pvt. Ltd.,"Unix, Computer science, Data analysis, Networking, Coding, Debugging, Toad,...",1
ConverseHR,"Unix, IT Asset Management, Network Infrastructure, Linux, Exchange Server...",1
Cubic Transportation Systems India Pvt. Ltd.,"Unix, Graphics, PLM, Computer science, Vista, Networking...",1
Cubic Transportation Systems India Pvt. Ltd.,"Unix, Wireless, TCP, Networking, Linux, WAN, LAN, DNS, Troubleshooting...",1
DLabs at the Indian School of Business,"Cloud computing, Data analysis, Social media, Machine learning, Engineering...",1
DLabs at the Indian School of Business,"Economics, Administration, CVS, LMS, Excel, Accounting, Social media...",1
DLabs at the Indian School of Business,"Statistical programming, Computer science, Data analysis...",1
DM CONSULTING (INDIA) PVT LTD,"Technical product configuration, c++, C, design, MySQL, JavaScript...",1
DXC Technology,"Change management, SAP, Project management, Configuration management...",1
DXC Technology,"Computer science, Interpersonal skills, Networking, data security...",1
DXC Technology,"Service delivery, Change management, Project management...",1
DXC Technology,"Training, Change management, Statistical analysis, Business analysis, UML...",1
CoreEdge Solutions,"Hybrid Apps, RESTful API, AngularJS, Technical Leadership...",1
Construction Specialties International India Pvt Ltd.,"C#, Asp .Net, Microsoft.Net, HTML, Coding, MySQL, Javascript, Sitecore...",1
DataRPM India Private Limited,"Aix, VMware, SAN, C++, Automation, Linux, Solaris, Configuration management...",1
Compugain Solutions India Private Limited,"IT Recruitment, Business Consulting, Negotiation Skills, Sourcing...",1
CausePointTech,"Performance tuning, c, technical, analytical, Perl, Teradata...",1
CausePointTech,"Performance tuning, server, c, oracle, analytical, Perl, Teradata, Business...",1
Client Of Sampoorna,"Java, J2EE",1
CodeCrux Web technologies(p) Ltd.,"Cold calling, IT services, Mobile application development, Sales strategy...",1
Cognia Technologies,"assembly language, Six Sigma, JavaScript, Real Time Operating Systems, .NET...",1
Cognizant Technology Solutions India Ltd,"Business Process Outsourcing, Technology Solutions, Technology Consulting...",1
Cognizant Technology Solutions India Ltd,"Test Engineering, Java, Test Execution, Robot Framework, Automation Testing...",1
Cognizant Technology Solutions India Ltd,"Test Engineering, Performance Testing, Performance Engineering, Load Runner...",1
Collabera Technologies Private Limited,"Jboss Application Server, Rest, Core Java, Web Technologies, Spring Boot...",1
Collabera Technologies Private Limited,"freshers, osmania university",1
Compugain Solutions India Private Limited,"us it recruitment, screening, technical recruitment, cold calling, sourcing",1
Construction Specialties International India Pvt Ltd.,"Application Manager, ERP, Enterprise Delivery, Oracle Cloud...",1
Computer Ware India Pvt Ltd,"Printing, Telecom, Networking, Appliances, WAN, System integration, Network...",1
Computer Ware India Pvt Ltd,"Telecom, Backend, ERP, Networking, XML, Billing, Javascript, HTML...",1
Confidential,"3D, CSS, InDesign, UI, Illustrator, Mobile UI, Javascript, HTML, Photoshop,...",1
Confidential,"CSS, Web Developer, HTML, 3D Studio, Adobe Photoshop, GifConverter...",1
Confidential,"SAP - PLM, SAP PLM, SAP PLM Consultant, SAP MM, SAP EHS, Devex",1
Confidential,"Software Development, Business Analyst, SDLC, Salesforce",1
Confidential,"Web Technologies, Technical Support, User Experience, ASP.Net, .Net, Entity...",1
Confidential,"jQuery, .Net, Entity Framework, SQL Server, MVC, Angular 4, Angular 2, ASP,...",1
Confidential,"java, data science, .net, java script, software engineering...",1
Construction Specialties International India Pvt Ltd.,"Application Development, Database Administration, MS SQL...",1
DXC Technology India Private Limited,"VMware, solution architecture, solution design, solution architect...",1
Dell International Services India Private Limited,"Application Development, Cloud Foundry, Software Engineering...",1
"Epiq Systems, Inc.","VMware, Helpdesk, Active directory, DNS, Application development...",1
EduShine Advisory Group,"Analytical skills, Proposal writing, Data analysis, Consulting, Wordpress...",1
Disha Outsourcing Pvt. Ltd.,"Copyright, Application support, Network design, Messaging, Customer support...",1
Dynpro India Pvt. Ltd.,"SAP Security, SAP S / 4 HANA, sap security consultant",1
Dynpro India Pvt. Ltd.,"s / 4hana, Sap Fiori",1
EC-Council,"information technology management, front end, project management, python...",1
ENERGYTECH GLOBAL PRIVATE LIMITED,"Angularjs, CSS, Javascript, Yii, Bootstrap, HTML, Zend, JQuery, Laravel...",1
ENERGYTECH GLOBAL PRIVATE LIMITED,"Communication Skills, Software Development, Openerp, Linux, Scrum Master...",1
ENERGYTECH GLOBAL PRIVATE LIMITED,"Openerp, Linux, Postgresql, Computer Science, Database Design...",1
EXELON CONSULTING,"assembly language, website, C, Operational Risk Consultant, HTML, ajax...",1
EXPERIAN SERVICES INDIA PVT LTD,"Computer science, VMware, PAAS, Back office, Business strategy, Open source...",1
EXPERIAN SERVICES INDIA PVT LTD,"operational support, Service level, Access management...",1
Electronic Arts,"VMware, Automation, Linux, Configuration management, DNS, HTML, SCM...",1
Digitalogy Consulting,"Xcode, SWIFT, Objective C, SDK, Mobile App Designing, iOS",1
Electronics Corporation of India Limited,NA,1
Eli Research India Private limited,"senior research analyst, market sizing, chemical research...",1
EnLume,"development, oracle, testing, tools, quality, Java Developer, cloud, spring...",1
Enervators Global IT Solutions,"Unix, server, code, technical, configuration, HTML, mca, tools, tracking...",1
Enervators Global IT Solutions,"development, critical thinking, it operations, information technology...",1
Enervators Global IT Solutions,"development, technical architecture, it operations, information technology,...",1
Enormous IT Services Pvt Ltd,"Ethical Hacking, Information Security Management, PCI DSS...",1
Enrich & Enlight,"Data Science, DataLake, DBA, data management, Docker, Hadoop, CIO, Big Data...",1
Enrich & Enlight,"iAM Service Delivery, Analyst, Kanban, iAM, Agile, Unix OS, Scrum...",1
Enrich and Enlight,"it security, Malware Analysis, Incident Investigation, ceh...",1
Dimension Data India Pvt Ltd.,"switching, jncp, network engineering, juniper cables, network security, wan...",1
Deloitte Consulting India Private Limited,"technical support, active directory, cyberark, iam, incident management...",1
Dell International Services India Private Limited,"server, code, technical, software, functions, configuration, administration...",1
Deloitte Consulting India Private Limited,"Cyber Security, Risk Governance, Cisa, ISO 27001, Information Security...",1
Deloitte,"PCI DSS, risk assessment, ISO 27001, disaster recovery, Bcp, DR...",1
Deloitte Consulting India Private Limited,"Advisory Services, ECC, Capacity Planning, NWDI, NetWeaver...",1
Deloitte Consulting India Private Limited,"Angularjs, CSS, Service Now Developer, DOM, Web Technologies, Schema...",1
Deloitte Consulting India Private Limited,"C#, Application Architecture, Software Development Methodologies...",1
Deloitte Consulting India Private Limited,"C#, CSS, Windows Forms, Dot Net Developer, Javascript, WCF, SQL Server...",1
Deloitte Consulting India Private Limited,"Change Control, Data Integrity, Customization, Salesforce.com, Agile...",1
Deloitte Consulting India Private Limited,"Cism, Cisa, Relationship Management, Finance, ISO 27001...",1
Deloitte Consulting India Private Limited,"Cism, Cloud Security Governance, Cloud Security, Cyber Security, Compliance...",1
Deloitte Consulting India Private Limited,"Cism, Root Cause Analysis, Technical Specialist...",1
Deloitte Consulting India Private Limited,"Cism, Root Cause Analysis, Technical Specilaist...",1
Deloitte Consulting India Private Limited,"Enterprise Mobility, Application Architecture, Detail Design...",1
Deloitte Consulting India Private Limited,"Windows Operating Systems, System Development, MSI, VB SCRIPT...",1
Deloitte Consulting India Private Limited,"Ethical Hacking, Checkpoint, Networking, Juniper, Security+, Ceh...",1
Deloitte Consulting India Private Limited,"ISO 27001, Compliance Management, Technology Risk, Risk Compliance, SDLC...",1
Deloitte Consulting India Private Limited,"Java, System Development, Advisory Services, Application Architecture...",1
Deloitte Consulting India Private Limited,"Multicast, Network Engineering, Networking, Bgp, Cisco Certified...",1
Deloitte Consulting India Private Limited,"Reporting Services, DTS, Unit Testing, MS Access, Project Management, SSRS,...",1
Deloitte Consulting India Private Limited,"Security Analysis, Cloud Security, Cyber Security, Finance, ISO 27001, SIEM...",1
Deloitte Consulting India Private Limited,"Software Development, Application Architecture, Technical Design...",1
Deloitte Consulting India Private Limited,"Software Development, Project Management, Web Technologies, Javascript...",1
Deloitte Consulting India Private Limited,"TBM Communications, Storyboards, Senior Analyst, Content...",1
Deloitte Consulting India Private Limited,"Technology Management, Configuration Management, IT Asset Management...",1
Career Infosystem,"C#, Reporting Services, C#.Net, Javascript, ASP.Net, MS SQL Server...",1
Career Infosystem,".Net Architect, .Net, SQL Server, Web Services",1
Cactus Communications Pvt. Ltd.,"editorial, chemistry, electronics, information technology, engineering...",1
Altruista Health,"Performance tuning, Log shipping, Sql Server 2008, MS SQL...",1
Aizant Global Analytics Pvt Ltd,"FRS, Ddlc, Documentation, URS, tech writing, Technical Writing...",1
Alien Technology Transfer,"algorithms, development, Prototype, code, technical, level...",1
Allegis Services India Pvt. Ltd.,"Infrastructure Management, Infrastructure Architecture",1
Allegis Services India Pvt. Ltd.,"Senior MSBI DEVELOPER, MSBI programmer, msbi consultant, MSBI DEVELOPER...",1
Allegis Services India Pvt. Ltd.,"it security, design development, computer science, service management...",1
Allegis Services India Pvt. Ltd.,"senoir sql engineer, sql development, sr sql developer, sql consultant, adf...",1
Alliance Global Services IT India Pvt. Ltd.,"Solution architecture, Cloud computing, Production support...",1
Altruista Health,"Change management, Business Analyst, Business analysis, Analytical...",1
Altruista Health,"ITIL certified, Unix, Computer science, Administration, Linux, microsoft...",1
Altruista Health,"PMP, Project management, Javascript, Agile, HTML, Application development...",1
Altruista Health,"Team management, Business analysis, Conflict management, Analytical...",1
Aim Computer Consulting,"Implementation partner, contract staffing, team management, Tier1 vendors...",1
Altruista Health,"Wireless, WAN, VPN, LAN, DNS, Network security, Troubleshooting...",1
Amazon India Software Dev Centre Pvt Ltd,"Automation, Data modeling, Project management, Agile...",1
Amazon India Software Dev Centre Pvt Ltd,"Automation, Project management, MySQL, Test planning, Perl...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Architecture, Test planning, Performance optimization...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Automation, Architecture, Test scripts, Access management...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Cloud computing, Access management, Consulting, Presales,...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Cloud computing, SAP, Access management, IT strategy...",1
American Technology Consulting,"human capital, Performance management, Legal compliance, Talent acquisition...",1
Analytics Vidhya Educon Pvt. Ltd,"Computer science, Bfsi, Process improvement, Data collection, Data Analyst,...",1
Analytics Vidhya Educon Pvt. Ltd,"data science, SAS, MySQL, HTML, Business intelligence, MATLAB...",1
Aizant Global Analytics,"Healthcare, Life sciences, Operations, Technical documentation",1
Affluent Global Services Pvt. Ltd.,"technical writer, content strategist, sharepoint, structural design...",1
CYNIX LABS PRIVATE LIMITED,"cloud, XML, Web Technologies, SAAS, MySQL, Javascript, PHP, HTML...",1
"ATMECS Technologies Pvt., Ltd.","JAVA, development, testing, Perl, script, MAVEN, automation, JUNIT...",1
7 bits Technologies LLP,"Computer science, Version control, Web technologies, Analytical, Javascript...",1
A L B Enterprises (India) Private Limited,"Computer science, Email, Coding, System integration, Web development...",1
A L B Enterprises (India) Private Limited,"Computer science, Email, Web development, Javascript, Agile, HTML...",1
ACME College of Engineering,"sciences, bca, m sc, b sc, fluency in, mca, telecom, teaching",1
ACME College of Engineering,"sciences, bca, m sc, computer, b sc, information technology...",1
ACS Global Tech Solutions Pvt. Ltd.,"Java, CSS, Rest, Design Patterns, Javascript, Spring Boot, HTML, J2Ee...",1
ADLER SERVICES,"it hiring, IT Recruiter, IT Recruitment, technical recruitment, recruiter...",1
ANTRA INFO SOLUTIONS PVT. LTD,"Use Cases, System Analysis, Business Process, Data Analysis...",1
ANTRA INFO SOLUTIONS PVT. LTD,"Zoho projects, Project Management, Zoho, Project Manager...",1
ARISE SOFTWARE SOLUTIONS,"Technical product configuration, c++, development, C, application, design...",1
AXCESS CONSULTANCY SERVICES,"MVVM, Agile development, Swift, ios development, Information technology",1
Affluent Global Services Pvt. Ltd.,"powershell, Packaging, SCCM, deployment",1
AXCESS CONSULTANCY SERVICES,"continuous integration, Spring mvc, Web services, Payment systems...",1
Abjayon Technologies Pvt. Ltd.,"Database architecture, SQL queries, ERP, Oracle CRM, Analytical, Focus...",1
Acme Professionals,"Purchase Executive, Acme, Campus recruitment, Interviewing...",1
Adaequare Info Private Ltd.,"Inside Sales, Digital Transformation, product selling, Sales Management...",1
Adaequare Info Private Ltd.,"Product Development, Team Handling, Selling, Inside Sales...",1
Addon Technologies Inc.,"Staffing, Information technology management, Management",1
"Advanced Micro Devices, Inc.","Unix, Graphics, Automation, Linux, Chip design, Shell scripting, CAD...",1
Aegan Technologies pvt ltd,"Hibernate, JCL, Db2, Data modeling, Cobol, Shell scripting, TIBCO...",1
Affluent Global Services,"Automation Engineer, server automation",1
Affluent Global Services Pvt. Ltd.,"docummentation, editor, technical writer...",1
